iter	RMSE
578	0.05970141602
579	0.05961375402
580	0.0596022519
581	0.05947585819
582	0.05939400209
583	0.05931174231
584	0.05922240996
585	0.05917569903
586	0.05906461059
587	0.05900638833
588	0.05890978682
589	0.05886590019
590	0.05886114247
591	0.05881315974
592	0.05869522185
593	0.05861582259
594	0.05856779834
595	0.05845615202
596	0.0584031898
597	0.0583988507
598	0.05833376349
599	0.05823077303
600	0.05815621619
601	0.05809695737
602	0.05806314429
603	0.0579864045
604	0.05788732382
605	0.05784262589
606	0.05779234744
607	0.05773934533
608	0.05764320717
609	0.0576387815
610	0.05753938938
611	0.05745560974
612	0.05738531951
613	0.05736657164
614	0.05730946964
615	0.05721752515
616	0.057117755
617	0.05709915019
618	0.05697305525
619	0.056915045
620	0.0568761713
621	0.0568197062
622	0.05672016095
623	0.05661932456
624	0.05653811983
625	0.05647581101
626	0.05641122279
627	0.05629377063
628	0.05625838444
629	0.05617439019
630	0.05606604068
631	0.05602199427
632	0.05595218699
633	0.05587245118
634	0.05582529669
635	0.05578887327
636	0.05576892067
637	0.05571664643
638	0.05564579991
639	0.05560034191
640	0.05552900442
641	0.05545038582
642	0.05538688482
643	0.05532370295
644	0.05530361843
645	0.05523228864
646	0.05516605162
647	0.05510547327
648	0.05505124571
649	0.0549465327
650	0.05485386601
651	0.05484625411
652	0.05478675301
653	0.05469866118
654	0.05469141827
655	0.05465872677
656	0.05456895664
657	0.05451823323
658	0.05446588849
659	0.05445433735
660	0.05440487886
661	0.05437987878
662	0.05431814582
663	0.05422604266
664	0.05414218443
665	0.05410140034
666	0.05404468895
667	0.05392834131
668	0.05387770906
669	0.05378836434
670	0.05374425298
671	0.05368373705
672	0.05360035271
673	0.05357002263
674	0.05351839243
675	0.05340080834
676	0.05332028995
677	0.05331539402
678	0.05320628364
679	0.05314396338
680	0.05309681014
681	0.05304019315
682	0.05299959455
683	0.05293792651
684	0.05288490425
685	0.05282448539
686	0.05275499824
687	0.05273057479
688	0.05267632267
689	0.05259975929
690	0.05254730627
691	0.05249776035
692	0.05239326821
693	0.05235169526
694	0.05228924963
695	0.05221881223
696	0.05218129707
697	0.0520806444
698	0.05203828764
699	0.05197012433
700	0.0519347784
701	0.05190060831
702	0.05186562346
703	0.05177057647
704	0.05172561727
705	0.05164968733
706	0.05159294404
707	0.05152926684
708	0.05150496402
709	0.05142409723
710	0.05135810453
711	0.05133599241
712	0.05129388731
713	0.05122158112
714	0.05121802343
715	0.05111133493
716	0.05104768876
717	0.05104483872
718	0.0509877515
719	0.05098364688
720	0.05091547675
721	0.05091195419
722	0.05084418911
723	0.05076932922
724	0.05073103228
725	0.05066997258
726	0.0506470237
727	0.05060597991
728	0.05055796886
729	0.05049269898
730	0.05043056418
731	0.05034858214
732	0.05029175826
733	0.05024362209
734	0.05017246277
735	0.05010588038
736	0.05004318487
737	0.04995707881
738	0.04994830821
739	0.04988356433
740	0.04984741786
741	0.04979909944
742	0.04976952588
743	0.0496927003
744	0.04968976683
745	0.04968643184
746	0.04962563864
747	0.0495752849
748	0.04951770399
749	0.04947145963
750	0.04940040223
751	0.04934405443
752	0.0492678023
753	0.04926552563
754	0.04920958325
755	0.04917743755
756	0.04910854013
757	0.04910621746
758	0.04906684821
759	0.04903123561
760	0.04895253641
761	0.04890528369
762	0.04885703584
763	0.04880131605
764	0.04874436137
765	0.04869111654
766	0.04861955952
767	0.048567729
768	0.04850972873
769	0.04846398103
770	0.04839785596
771	0.04832142875
772	0.04824156275
773	0.0482093479
774	0.04813862622
775	0.04809781111
776	0.04809587655
777	0.04802285862
778	0.04797242024
779	0.04792509335
780	0.04782717271
781	0.04776284204
782	0.04766568612
783	0.0475843027
784	0.04755281928
785	0.04753454685
786	0.04746851121
787	0.04743130843
788	0.04740023942
789	0.04733830325
790	0.04731189456
791	0.04729509328
792	0.04722041951
793	0.04716617435
794	0.04709381574
795	0.04704128787
796	0.04698600312
797	0.04694871635
798	0.04694713921
799	0.04686884905
800	0.04683713807
801	0.04681106489
802	0.04672437292
803	0.04667632992
804	0.04659193372
805	0.04656219894
806	0.04648751196
807	0.04643203698
808	0.04635855023
809	0.0463258264
810	0.04627278769
811	0.04624251133
812	0.04618358725
813	0.04611947696
814	0.04606185358
815	0.04600753348
816	0.04596006667
817	0.04593008874
818	0.04587143577
819	0.04581670197
820	0.04576578788
821	0.04570028044
822	0.04563246101
823	0.04557136388
824	0.04555596248
825	0.04545173134
826	0.04540910514
827	0.04537476207
828	0.04529327421
829	0.04524879478
830	0.04524475035
831	0.04519573912
832	0.04516635272
833	0.04511059173
834	0.04508561091
835	0.04503805974
836	0.04495755368
837	0.04493421344
838	0.04487063986
839	0.04481569511
840	0.04478076912
841	0.04475141284
842	0.04469835811
843	0.04466293392
844	0.0446224928
845	0.04457175988
846	0.04452249532
847	0.04448852178
848	0.04443864828
849	0.04438615296
850	0.04431709191
851	0.04423013834
852	0.04417853264
853	0.04414157934
854	0.04412040353
855	0.04407769069
856	0.04402954712
857	0.04402615128
858	0.04398958215
859	0.04393481523
860	0.04388767803
861	0.04386605565
862	0.04381807733
863	0.0437525711
864	0.04372444276
865	0.04370652712
866	0.04364715037
867	0.04360748233
868	0.04355580826
869	0.04352396848
870	0.0434921472
871	0.04343480151
872	0.04339173107
873	0.04334608261
874	0.04333126521
875	0.04324159516
876	0.04320046496
877	0.04318011241
878	0.04314194625
879	0.04310015012
880	0.04306230337
881	0.04297534453
882	0.04293986978
883	0.04288292866
884	0.04285167709
885	0.04278973021
886	0.04272789451
887	0.04270400187
888	0.04270079314
889	0.0426634313
890	0.04261438049
891	0.04255332062
892	0.04251158795
893	0.04245007528
894	0.04239776829
895	0.0423668475
896	0.04227005354
897	0.04221388527
898	0.04217141701
899	0.04212346991
900	0.04210186464
901	0.04205549179
902	0.04199811192
903	0.041978907
904	0.04193458047
905	0.04189423014
906	0.04187431665
907	0.04182003451
908	0.04176996382
909	0.0417373641
910	0.04171546122
911	0.04169083991
912	0.04166756633
913	0.04164304185
914	0.04161165342
915	0.04159481332
916	0.04154009833
917	0.04152465646
918	0.04144569656
919	0.04139962802
920	0.04135250051
921	0.04131977327
922	0.04130185035
923	0.04124630573
924	0.04122660092
925	0.04117031132
926	0.04114618657
927	0.04109096587
928	0.04106024106
929	0.04104679874
930	0.04099074727
931	0.04093972225
932	0.04086917379
933	0.04083204449
934	0.04078676022
935	0.04075071722
936	0.04070332142
937	0.04067094258
938	0.04063471174
939	0.04058121607
940	0.0405359455
941	0.04051142435
942	0.0404992145
943	0.04044661793
944	0.04040411097
945	0.0403686082
946	0.04030110537
947	0.04022902577
948	0.0401712369
949	0.04012973796
950	0.04005535907
951	0.04003398942
952	0.03998845037
953	0.03993898343
954	0.03989898937
955	0.03986908751
956	0.0398151958
957	0.03978991472
958	0.03976472679
959	0.03975370513
960	0.03971556679
961	0.03968634874
962	0.03966361126
963	0.03961642266
964	0.03958485494
965	0.03956054736
966	0.03952912575
967	0.03949640815
968	0.03945336581
969	0.03939961328
970	0.03936160251
971	0.03931983861
972	0.03928145393
973	0.03926153564
974	0.03921538346
975	0.03915698663
976	0.03911617487
977	0.03908816907
978	0.03905714963
979	0.03895937037
980	0.03890501394
981	0.03883347784
982	0.03879755482
983	0.03876532967
984	0.03872850731
985	0.03868127808
986	0.03861683544
987	0.03856165797
988	0.03848279565
989	0.03843626524
990	0.03838906264
991	0.03837298735
992	0.03832991138
993	0.03830995564
994	0.03825298622
995	0.03818536369
996	0.03816926626
997	0.03812186004
998	0.03810322861
999	0.03807736921
